FILENAME,REF_TXT,ASR_QuartzNet15x5Base-En,WER_QuartzNet15x5Base-En
p232_403.wav,my house was shaking at the time,my house was shaking at the time,0.0
p232_404.wav,this is a huge confidence boost,this is a huge confidence boost,0.0
p232_405.wav,we have not yet received a letter from the irish,we have not yet received a letter from the irish,0.0
p232_407.wav,we should have known,we should have known,0.0
p232_409.wav,quality meet scotland was vigorous in its depense of the labeling,thequality met scotland was vigorous in its depense of the labeling,0.1818
p232_410.wav,i was in a position to challenge for this event and didn't,i was in a position to challenge for this event and did ,0.0769
p232_411.wav,you wanted the evidence,you wanted the evidence,0.0
p232_412.wav,senior management has scotland threw its weight behind the orchestra,senior management has scotland through its weight behind the orchestra,0.1
p232_413.wav,it was that bad that lo,it was that bad that lo,0.0
p232_414.wav,i was very young,i was very young,0.0
p232_415.wav,we have just got to keep his feet on the ground,we've just got to peec his feet on the ground,0.0909
p257_001.wav,please course tella,please course tella,0.0
p257_002.wav,ask her to bring these things with her from the store,ask her to bring these things with her from the store,0.0
p257_003.wav,six spoons of fresh snopeas five fixed labs of blue cheese and maybe a snack of her brother bob,six spoons of fresh snopeas five thick slabs of blue jeese and maybe a snack of her brother bob,0.1579
p257_004.wav,we also need a small plastic snake and a big toy frog for the kids,we also need a small plastic smake and a big toy frog oth a kids,0.2
p257_006.wav,when the sunlight strikes raindrops in the air they act as a prism and form a rainbow,when the sunlight strikes raindrops in the air they act as a prism and form a rainbow,0.0
p257_007.wav,the rainbow is a division of white light into many beautiful colours,the rainbow is a division of white light into many beautiful colours,0.0
p257_008.wav,these take the shape of a long round arch with its path high above and its two ends apparently beyond the horizon,these take the shape of a long round arch with its path high above and its two ends apparently beyond the horizon,0.0
p257_009.wav,there is according to legend a boiling pot of gold at one end,there is according to legend a boiling pot of gold corner,0.2308
p257_010.wav,people look but no one ever finds it,people look but no one ever finds it,0.0
p257_011.wav,when a man looks for something beyond his reach his friends say he is looking for the pot of gold at the end of the rainbow,when a man looks for something beyond his reach his friends say he is looking for the pot of gold at the end of the rainbow,0.0
p257_012.wav,throughout the centuries people explained the rainbow in various ways,throughout the centuries people exclained the rainabou in various ways,0.2
p257_013.wav,some of exceptiores a miracle without physical explanation,some of its eptites a miracle without physical explanation,0.25
p257_014.wav,to the hebrews it was a token that there'l be no more universal floods,to the hebrews it was a token that there'll be no more universal floods,0.1429
p257_015.wav,the greeks used to imagine that it was a sign from the gods to foretel war or heavy rain,the greeks used to imagine that it was a sign from the gods to foretel war or heavy rain,0.0
p257_016.wav,the norsemen considered the rainbowws a bridge over which the gods passed from earth to their home and the sky,the norsemen considered the rainbows a bridge over which the gods passe from earth to their home and the sky,0.1
p257_017.wav,others have tried to explain the phenomenon physically,others have tried to explain the phenomenon physically,0.0
p257_018.wav,aristotle thought tha th rainbow is caused by reflection of the sun's rays by the rain,aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain,0.1765
p257_019.wav,since then physicists have found that it is not reflection but refraction by the rain drops which causes the rainbows,since then physicists have found that it is not reflection but refraction by the rain drops which causes the rainbows,0.0
p257_020.wav,many complicated ideas about the rainbow have been formed,many complicated ideas about the rainbow have been formed,0.0
p257_022.wav,the actual primary rainbow observed is said to be the effect of superposition of a number of bows,the actual primary raimbow observed is said to be the effect of the superposition of a number of those,0.1667
p257_023.wav,if the red of the second bow falls upon the green of the first the result is to give a bow with an ubnormally wide yellow band since red and green light when mixed form yellow,if the red of the second bow falls upon the green of the first the result is to give a bow with an ubnormally wide yellow band since red and green light when mixed for yellow,0.0278
p257_024.wav,this is a very common type of bowrow one showing mainly red and yellow with little or no green or blue,this is a very common type of boww one showing mainly red and yellow with little or no green or blue,0.0476
p257_025.wav,we have to pull together or we will hang apart,we have to pull together or we will hang apart,0.0
p257_026.wav,is this accurate,is this accurate,0.0
p257_027.wav,they should have a major rethink about the event for next year,they should have a major rethink about the event for next year,0.0
p257_028.wav,because we do not need it,because we do not need it,0.0
p257_029.wav,life was like a timetable,life was like a timetable,0.0
p257_030.wav,other mens of the family were the set to comment last night,other mens of the family were to upset to comment last night,0.1667
p257_031.wav,it was clear,it was clear,0.0
p257_032.wav,clark was desperate to return to the house of commons,clark was desperate to return to the house of commons,0.0
p257_033.wav,i came to complete,i came to complete,0.0
p257_034.wav,president bushes at war,president bushet that war,0.5
p257_035.wav,of course on tuesday unita were beaten despite this,of course on tuesday u nita were beaten despite this,0.2222
p257_036.wav,i was scared,i was scared,0.0
p257_037.wav,it was ugly,it was ugly,0.0
p257_038.wav,it is great to have this beautiful new sight and wonderful country side,it is great to have this beautiful new sight and wonderful countryside,0.1538
p257_039.wav,it's easier to talk about these things in the abstract,it's easier to talk about these things in the abstract,0.0
p257_040.wav,the dutchman was in time to see the breakthrough,the dutchman was in time to see the break through,0.2222
p257_041.wav,a neighbour said,a neighbour said,0.0
p257_042.wav,we need a chat,we need a chat,0.0
p257_043.wav,the boy is no longer with us,the boy is no longer with us,0.0
p257_044.wav,i hate the word,i hate the word,0.0
p257_045.wav,that should do it,that should do it,0.0
p257_046.wav,it's a blessing,it's a blessing,0.0
p257_047.wav,the whole of southern africa is in the grip of aids,the whole of southern africa is in the grip of aids,0.0
p257_048.wav,as she explains,as she explains,0.0
p257_049.wav,yesterday he had a shilling warning for the game in scotland,yesterday he had a chilling warning for the game in scotland,0.0909
p257_050.wav,he had no enemies,he had no ends,0.25
p257_051.wav,i got a great response from the players as i had expected,i got a great response from the players as i had expected,0.0
p257_052.wav,but the law is very clear on this,but the law is very clear on this,0.0
p257_053.wav,for the meantime though the signs are good,for the meantime though the signs are good,0.0
p257_054.wav,we were surprised to see the photograph, was surprised to see the photograph,0.2857
p257_055.wav,next league much is sceltic,next league mach as scertic,0.6
p257_056.wav,it's very odd,it's very odd,0.0
p257_057.wav,the story was first reportd in the spectator magazine,the story was first reported in the spectator magazine,0.1111
p257_058.wav,it is not great art,it is not great heart,0.2
p257_059.wav,george robirson described the plagt as an outrageous and disgraceful decision,george robartson described the plant as an outrageous and disgraceful decision,0.1818
p257_060.wav,there was a battle there,there was a battle there,0.0
p257_061.wav,scotland had great assets,scotland had great assets,0.0
p257_062.wav,there will be tough opponents to this report,there will be tough opponents of this report,0.125
p257_063.wav,have a look at our accounts,have a look at our accounts,0.0
p257_064.wav,falls at the sixth cents,fals ot the sixth cens,0.6
p257_065.wav,there is an element of racesm in scotland,there is an element of racesmin scotland,0.25
p257_066.wav,i was just trying to win the golf tournament,i was just trying to win the gulf tournament,0.1111
p257_067.wav,it's all i can do,it's all i can do,0.0
p257_068.wav,there could be yo way back,there could be your way back,0.1667
p257_069.wav,they do not work for glasgow city council,they do not wait for latgo to the council,0.5
p257_070.wav,the price cuts are really exciting,the price cuts are reatciting,0.3333
p257_071.wav,christmith the cultasectary said he was satisfied with the decision,christmith the cultasectary said he was satisfied with the decision,0.0
p257_072.wav,i have my suspicions,i have my suspicions,0.0
p257_073.wav,she died in hospital two hours later,she died in hospital two hours later,0.0
p257_074.wav,it was chaotic,it was chaotic,0.0
p257_075.wav,is there ony way forward,is there any way forward,0.2
p257_076.wav,i have not thought about it,i have not thought about it,0.0
p257_077.wav,people must remain vigilant,people must remain vigilant,0.0
p257_078.wav,mister irvin said mister rafferty was now good spirits,mister irvin said mister rafpersy was now in good spirits,0.2222
p257_079.wav,it's not long term but i need time to recover,it's not long term but i need time to recover,0.0
p257_080.wav,it is linked to the rowe of a proposed change of the scottish balow,it is linked to the roweo of proposed change of the scottish balew,0.2143
p257_081.wav,it may well have been,it may well have been,0.0
p257_082.wav,he likes to give the impression of being a hard man,he liked to give the impression of being a hard man,0.0909
p257_083.wav,he seems to be pleased wath the picture,he seems to be pleased wath the picture,0.0
p257_084.wav,obviously wo were pretty close in a couple of games,obviously yo were pretty close in a couple of games,0.1
p257_085.wav,i in the meantime had been far from chilling,i in the meantime had been far from chilling,0.0
p257_086.wav,it's never too late,it's never too late,0.0
p257_087.wav,florida is tha pripital state in the nation,florida is the pripical state on the nation,0.375
p257_088.wav,downing street ill make the second appointment at the scotland office today,downing street ill make the second appointment at the scotland office today,0.0
p257_089.wav,yesterday he continued to keep a low profile,yesterday he continued to keep a low profile,0.0
p257_090.wav,to day i couldn't run on it,they are comfoed,1.0
p257_091.wav,we must look forward,you must look forward,0.25
p257_092.wav,it is an old family habit,it is an old family habit,0.0
p257_093.wav,he was possessed,he was possessed,0.0
p257_094.wav,she told the herald,she told the herald,0.0
p257_095.wav,two other men including the taxi driver were wounded in the attack,two other men including the taxi driver were wounded in the attack,0.0
p257_096.wav,the peace process will be buried,the peace process will be buried,0.0
p257_097.wav,the oil companies would be asked to contribute,the oil companies would be asked to contribute,0.0
p257_098.wav,they are now divorced,they are now divorced,0.0
p257_099.wav,they were under lott of pressure from the other clubs,they were under lott of pressure from the other clubs,0.0
p257_100.wav,it was mayhem,it was mayhem,0.0
p257_101.wav,however the intensive care unit at the southern general hospital was full,however of the intensive care unit the southern genmal hospital was full,0.25
p257_102.wav,tomorrow he'll make a keyn ute speech on europe,tomorrow heill make a keyit speech on europe,0.4
p257_103.wav,we have every respect for michelle,we have ever respect for michelle,0.1667
p257_104.wav,that time is not now however,that time is not now however,0.0
p257_105.wav,i didn't play well last year,i didn't play well last year,0.0
p257_106.wav,for these people the ruling is very welcome,for these people the ruling is very welcome,0.0
p257_107.wav,they were want to perform well,they will want to perform well,0.1667
p257_108.wav,they had to be cut from the wreckage,they had to be cut from the wreckage,0.0
p257_109.wav,i did not think about the writer cup,i did not think about the writer cup,0.0
p257_110.wav,it is normal,it is normal,0.0
p257_111.wav,i was fighting for my life i thought,i was fighting for my life i thought,0.0
p257_112.wav,i don't have many friends,i don't have many friends,0.0
p257_113.wav,it's a shame,it's a shame,0.0
p257_114.wav,it was the eightes,it was the antee,0.25
p257_115.wav,we do not expect any surplus,we do not expect any surplus,0.0
p257_116.wav,naturally it was not difficult to find support for these proposals,naturally it was not difficult to find support for these proposals,0.0
p257_117.wav,it's not a near concept in jars,it's not a near concept in jars,0.0
p257_118.wav,we wol we are determined to continue on this mission and we will prevail,we wold we are determined to continue on this mission and we will prevail,0.0714
p257_119.wav,i'm delighted about that,i'm delighted about that,0.0
p257_120.wav,does this mean,does this mean,0.0
p257_121.wav,this is the first big idea of the scottish parliament election,this is the first big idea of a scottish parliament election,0.0909
p257_122.wav,he did his job,he did his job,0.0
p257_123.wav,you can spend money on housing,you can spend money on housing,0.0
p257_124.wav,that's all right then,that's all right then,0.0
p257_125.wav,i was furious,i was furious,0.0
p257_126.wav,it has removed a bit of guilt,it has removed a bit of guilt,0.0
p257_127.wav,his son has been travelling with the taranami for years,his son has been travelling with the taranami for years,0.0
p257_128.wav,it's terrible that he has died the same way,it's terrible that he has died the same way,0.0
p257_129.wav,so the european election is extremely important,the uopea election is extremely important,0.2857
p257_130.wav,bucking and palas said the appointment was the matter for the prince,blucky and pallas said teqlint me the matter to the prince,0.5
p257_131.wav,who will attend,whe will attend,0.3333
p257_132.wav,the trild is funded solely by adinbercity council,the trile is ponded solely by adinversity council,0.375
p257_133.wav,the whole thing of doing the movie was a risk,the whole thing of doing the movie was a risk,0.0
p257_135.wav,customers for the panels include the national trust for scotland,customers for the panels include the national trust for scotland,0.0
p257_136.wav,they made such decisions in london,they made such decisions in london,0.0
p257_137.wav,our intentions are real,our intentions are real,0.0
p257_138.wav,it is also well received,it is also well received,0.0
p257_139.wav,what will happen then,what will happen then,0.0
p257_140.wav,it's not true,it's not true,0.0
p257_141.wav,i feel very grateful with everything,i feel very grateful with everything,0.0
p257_142.wav,we are currently consulting with a wide range of interested parties,we are currently consulting with a wide range of interested parties,0.0
p257_143.wav,nobody in the world can get away from him,nobody in the world can guets away from hem,0.2222
p257_144.wav,he sees the difference in the style of the two teams,he sees the difference in the style of the two teams,0.0
p257_145.wav,we will continue to talk to find a solution for scottish football,we will continue to talk to find a solution for scottish football,0.0
p257_146.wav,there is a lack of chemistry,there is a lack of chemistry,0.0
p257_147.wav,that could be the difference between life and death and action,that could be the difference between life and death and action,0.0
p257_148.wav,it's like a football team,it's like a football team,0.0
p257_149.wav,that group reported just before christmas,that group reported just before christmas,0.0
p257_150.wav,he will amurer the world leader,you will amari the world leader,0.3333
p257_151.wav,it opens the door to the champion's league,i opene the door for something be,0.7778
p257_152.wav,they did very well,they did very well,0.0
p257_153.wav,it became a book by itself,it became a book by itself,0.0
p257_154.wav,but he stressed that the partnership is not a construction company,but he stressed that the partnership is not a construction company,0.0
p257_155.wav,the weather forecast isn't good,the weather forecast is incurd,0.3333
p257_156.wav,thetes a sense of excess in the novel,thete a sense of excess in the novel,0.125
p257_157.wav,for the refugees the return will not come a moment too soon,for the refugees the return will not come a moment too soon,0.0
p257_158.wav,there's a pause,there's a pause,0.0
p257_159.wav,he contained i wrong,ie contained o wrong,0.5
p257_160.wav,it was so near so exciting,it was so near so exciting,0.0
p257_161.wav,i've learned from my mistakes,i've learned from my mistakes,0.0
p257_162.wav,labour inside us said it was far too close to caol,the labor inside us haid it was far too close to calls,0.3636
p257_163.wav,i've put my own money into this project,i put my ore money into this project,0.2222
p257_164.wav,however the french government has a majored alem on its hands,however the french government has a majore delem on its hands,0.1818
p257_165.wav,i lost my head,i lost my head,0.0
p257_166.wav,you're not going in blind,you are not going in blind,0.0
p257_167.wav,yet is unlikely to be ether full or final,yet is unlikely to be either full or final,0.1111
p257_168.wav,as far as we were concerned the deal with kennedy was dead,as far as we were concerned the deal with kennedy was dead,0.0
p257_169.wav,and i was happy for the happiness of my brothers,and i was happy for the happiness of my brothers,0.0
p257_170.wav,my life has been destroyed,my life has been destroyed,0.0
p257_171.wav,there was no hint of scandal,there was no hind to scadoe it,0.6667
p257_172.wav,treatment is not an issue with these people,treatment is not initual with these people,0.25
p257_173.wav,i feel tlike my game his comeing a long way,i feel like my game his colin a long way,0.2
p257_174.wav,we want it left for away while,we wont id there for away while,0.4286
p257_175.wav,however the figures were disputed by the scottish prison service,however the figurere as uted by the scottish brison service,0.4
p257_176.wav,it's quite a routine,it's quite a routine,0.0
p257_177.wav,there is no evidence of a little scotland emerging,there is no evidence of a little scotland emerging,0.0
p257_178.wav,in spite of recent advances the language is still under threat,in spite of recent advances the language is still under threat,0.0
p257_179.wav,everyone can be bought,everyone can be bolt,0.25
p257_180.wav,it is minute,it is minute,0.0
p257_181.wav,they need to look after themselves,they need to look after themselves,0.0
p257_182.wav,what has caused the demise of singing,whatas caused the demise of singing,0.2857
p257_183.wav,one was a lawyer,one was a lawyer,0.0
p257_184.wav,my main concern is that public health is not put at risk,my main concern is that public health is not put at risk,0.0
p257_185.wav,it was not a fair in many respects,it was not affair in many respects,0.25
p257_186.wav,treadery spokesman marcom bruces also considered a potential contender,treadery spokesman markom bruces also considered a potential contender,0.1111
p257_187.wav,sasday is gone,satday is gone,0.3333
p257_188.wav,i think the commission has been very very slow to react,i think the commission has been very very slow to react,0.0
p257_189.wav,last night was a key episode,last night was a key episode,0.0
p257_190.wav,we must keep our feet on the ground,you must keep ouf feet on the ground,0.25
p257_191.wav,the spokeswoman said the flagt in london was very small,the spokeswoman said the flatht n london as price small,0.4
p257_192.wav,off i went,of i went,0.3333
p257_193.wav,there wold appear to be no motive for the attack,there well appear to be no moti the biutanqu,0.4
p257_194.wav,he has lot of experiences captain in his career,he has lot of experiences captare in his career,0.1111
p257_195.wav,ferguson should take notht,ferguson should take no,0.25
p257_196.wav,the album was widely expected to be a commercials disaster,the album was widely expected to be a commercial disaster,0.1
p257_197.wav,it's just awful,it's just awful,0.0
p257_198.wav,we see the rapid reaction force as the wayehead,we see the rapid reaction force as the wayhead,0.1111
p257_199.wav,it's all in the hair,it's all in the hair,0.0
p257_200.wav,we have an election in eight days,we have an election on eight days,0.1429
p257_201.wav,but i am a worried man,bt i am a worried man,0.1667
p257_202.wav,this gives the financcincentive to switch,this gives the financi incentive to switch,0.3333
p257_203.wav,saddam hussain is a devil,saddam hussein of the devil,0.6
p257_204.wav,he knows a lot,he knows a lot,0.0
p257_205.wav,he wis slightly confused,he wis slightly confused,0.0
p257_206.wav,her home is perhaps a couple of miles from the town centre,her home is perhaps a couple of miles from the town centre,0.0
p257_207.wav,we have experienced the courses and abundance of confidence,we have experienced the courses and nebundance of confidence,0.1111
p257_208.wav,i'm delighted for simon,and delighted for simon,0.4
p257_209.wav,it had all been arranged,it had all been arranged,0.0
p257_210.wav,a grampian police spokesman said,a grampian police spokesman said,0.0
p257_211.wav,we have got to get it right,we have not to spend lone,0.5714
p257_212.wav,however don doyou deserve to win this game,however ton doyou deserve to win this game,0.125
p257_213.wav,i might come back,i might come back,0.0
p257_214.wav,his death was a tragic accident,it that is a tragic accident,0.5
p257_215.wav,it's just a place to open it,it's just a place to open it,0.0
p257_216.wav,he said that healthy easting was high on the councelor agenda,he said that healthy easting was high on the councelor agenda,0.0
p257_217.wav,naturaly enough the gletter in question was an e,naturaly enough the letter in question was an ee,0.2222
p257_218.wav,william haye delighted his party,william have delighted his party,0.2
p257_219.wav,at the top of the structure will remain the post of her teacher,at the top of the structure will remain the post of her teacher,0.0
p257_220.wav,we played them off the pitch,we played them off the pitch,0.0
p257_221.wav,she really suffered for her heart,she really suffered for her heart,0.0
p257_222.wav,he demanded to speak to the boss,he demanded to speak to the boss,0.0
p257_223.wav,jim wallis the justice minister acknowledged that prison numbers were a concern,jim wallis the justice minister acknowledged that prison numbers were a concern,0.0
p257_224.wav,her condition was yesterday described as critical but stable,her condition was yesterday described as critical but stable,0.0
p257_225.wav,i think he's the favorite no question,i think he's the favor ite no question,0.25
p257_226.wav,broke the birdie record,broke the birdie record,0.0
p257_227.wav,they had no children,they had no children,0.0
p257_228.wav,it as set in paris,it as set in paris,0.0
p257_229.wav,well they are the unlucky ones,wel they are the unlucky bor me,0.5
p257_230.wav,the singer is expected to be in hospital for several days,the sing irs expected to be in hospital for several days,0.1818
p257_231.wav,on the ground the west bank was again the focus of violence,on the ground the west bont was again  supply,0.4167
p257_232.wav,john prescott the jepputry prime minister will fly to the summit to morrow,john prescott the deputy prime minister will fly to the summit to morrow,0.0769
p257_233.wav,but it's a subtle process,but it's a subtle process,0.0
p257_234.wav,the home office would not release any further details about the group,the home office would not release any further details about the group,0.0
p257_235.wav,my future is in the marathon,my fucture is in the marathon,0.1667
p257_236.wav,attendance at the project is a condition of a probation order,attendance at the project is a condition of a probation order,0.0
p257_237.wav,a change in that position would require a decision by the council,a change in that position would require a decision by the council,0.0
p257_238.wav,but e may yet have the last laugh,that may yet have the last laugh,0.25
p257_239.wav,you can feel at home in china,you can feel at home in china,0.0
p257_240.wav,it is a policy which has the full support of the minister,it is a policy which has the full support of the minister,0.0
p257_241.wav,i should think so too,i should think so too,0.0
p257_242.wav,we decided we would go for a specialist inside centre,we decided we would go for a specialist inside centere,0.1
p257_243.wav,i didn't need to watch it on the video,i didn't need to watch it on the video,0.0
p257_244.wav,he said he was impressed by the setup at celtic,he said he was impressed by the setup at celtic,0.0
p257_245.wav,i will not allow the destruction of the scottish fishing industry,i will not allow the destruction of the scottish fishing industry,0.0
p257_246.wav,we need to mive away from the culcture of long hours,we need to mave away from the culture of long hours,0.1818
p257_247.wav,hou said he intended to push for judicial review,he said he intended to push for judicial review,0.1111
p257_248.wav,he is my big brother my father my grandfather,he wis my big brother my father my grandfather,0.1111
p257_249.wav,i watched a game,i watched a game,0.0
p257_250.wav,they are interior designers and architects,they are interior designers and architects,0.0
p257_251.wav,there was no mention of an anesty in the belface agreement,there was no mention of an anesty in the belfast abreement,0.1818
p257_252.wav,they fail to engage,they fail to engage,0.0
p257_253.wav, it is a mark of respect from the inmates,i it is a marke  respect from the inmates,0.3333
p257_254.wav,i would have the hammer in the crowd,i would have the hammer in the crowd,0.0
p257_255.wav,he thought he had a month tocross the street,he thought he had a month across the street,0.1111
p257_256.wav,he raised the profile of the european tour to the sky,he raised the profile of the european tour to the sky,0.0
p257_257.wav,blood samples were taken,blood samples were taken,0.0
p257_258.wav,he claimed his insurance company contested the damages not the restaurant,he claimed his insurance company contested the damages not the restaurant,0.0
p257_259.wav,it's very nice,it's very nice,0.0
p257_260.wav,frankly we should all have such problems,frankly we should all have such problems,0.0
p257_261.wav,similar measures are expected in england and wales,similar measures are expected in menglanand wales,0.25
p257_262.wav,we do not want any terrorist attacks on any israeli civilians,we do not want any terrorist attacks on any israeli civilians,0.0
p257_263.wav,and michael was just great,a muce os gray,1.0
p257_264.wav,we're in shock,we're in shock,0.0
p257_265.wav,everything will fall into place it should be fine,everything will fall into place it should be fine,0.0
p257_266.wav,our objective is to tackle poverty,or objected wis the tackle poverty,0.6667
p257_267.wav,one knows the feeling,one knows the feeling,0.0
p257_268.wav,she has fallen in love with scotland however,she has fallen in love with scotland however,0.0
p257_269.wav,she looked so young,she looks so young,0.25
p257_270.wav,it was a privilege to work for him,it was a privilege to work for him,0.0
p257_271.wav,for the moment that is a result of the x ray,at the moment that is the result of the experience,0.3636
p257_272.wav,he looked facy sharp,he looked paty sharp,0.25
p257_273.wav,you've got to have both sides,you've got to have both sides,0.0
p257_274.wav,who did the recreiting,who dite vecreating,0.75
p257_275.wav,police were called to the ground and interviewed a number of people,plice vo called to the ground and intordued a number of people,0.25
p257_276.wav,well he can do it,well he can do it,0.0
p257_277.wav,it shows a contempt by him for the industry,it shows a contempt by him for the industry,0.0
p257_278.wav,it is a vote of confidence in the skills in scotland,it is a voute of confidence in skills in scotland,0.1818
p257_279.wav,he added that public transport improvements must also be maintained,he added that public transport improvements must also be maintained,0.0
p257_280.wav,the results are sometimes contentious,te results are sometimes contentious,0.2
p257_281.wav,he should have won,he should have won,0.0
p257_282.wav,a new school will be built,a new school will be built,0.0
p257_283.wav,right up until a week ago we thought theywere very keen,right up until a week ago we felt they'ere very keen,0.1818
p257_284.wav,that might be a punishment but it would also punish the patients,that might be a punishment but it would also punish the patients,0.0
p257_285.wav,what has altered,what has altered,0.0
p257_286.wav,the home was now under nee management,the home was now under nee management,0.0
p257_287.wav,graham was prepared,graham was prepared,0.0
p257_288.wav,i thought it was my only chance,i thought it was my only chance,0.0
p257_289.wav,however the snow was welcomed by some,however the snow was welcomed by some,0.0
p257_290.wav,it just came into my head that day,it just came into my head that day,0.0
p257_291.wav,theyare wrong,they're wrong,1.0
p257_292.wav,details of the knee vessel were given in london yesterday,details of the knee vessel were given in london yesterday,0.0
p257_293.wav,it's just not funny,it's just not funny,0.0
p257_294.wav,i am very happy to be here,i am very happy to be here,0.0
p257_295.wav,the plot is minomal,the clot is menamon,0.5
p257_296.wav,it wasn't just the character and energy of the playing,it wasn't just the character and energy of the playing,0.0
p257_297.wav,a thousand years ago the church was a powerful force in europe,a thousand years ago the church was a powerful force in europe,0.0
p257_298.wav,this is the culture change in medicine,this is the culture change in medicine,0.0
p257_299.wav,and that another interested body should have an option to buy,and that another interested body should have an option to buy,0.0
p257_300.wav,they were fantastic,they were fantastic,0.0
p257_301.wav,i never thought it would take this long,i never thought it would take this long,0.0
p257_302.wav,in fact they have the opposite effect,in fact they have the opposite effect,0.0
p257_303.wav,they wanted the club to make money,they wanted the club to make money,0.0
p257_304.wav,thkids are terrible,kids are terrible,0.3333
p257_305.wav,henman has been warned,henman has been warned,0.0
p257_306.wav,it should be equal,it should be equal,0.0
p257_307.wav,mas anderson yesterday put a brave face on the departure,mas anderson yesterday put a brave face on the departure,0.0
p257_308.wav,the home team had an amazing start,the home team had an amazing start,0.0
p257_309.wav,it is out there,it is out there,0.0
p257_310.wav,they had a confession,they had a confession,0.0
p257_311.wav,davis is very supportive as a director,david his wife supporting on the direct,1.0
p257_312.wav,were in the end game,weare in the end game,0.2
p257_313.wav,i came to this will with nothing,i came to this will with nothing,0.0
p257_314.wav,but no such amendment has been brought before the scottish parliament,but no such amendment has been brought before the scottish parliament,0.0
p257_315.wav,i am so upset,im sul set,1.0
p257_316.wav,the boat was fantastic,the boat was fantastic,0.0
p257_317.wav,i saw some good things,i saw some good things,0.0
p257_318.wav,finally he paid for the movie,finally he paid for the movie,0.0
p257_319.wav,you can see on the training ground and around the hotel,you can see on the training ground and around the hotel,0.0
p257_320.wav,in addition certain areas are close at certain times,in addition certain areas are close at certain times,0.0
p257_321.wav,three years ago he would have been,three years ago he would have been,0.0
p257_322.wav,you feel the pride,you feel the pride,0.0
p257_323.wav,it is so unfair,it is so unfair,0.0
p257_324.wav,the announcement was made after inquiries from a national newspaper,the announcement was made after inquiries from a national newspaper,0.0
p257_325.wav,indeed it was magical,indeed it was magical,0.0
p257_326.wav,i've got no secret,i've got no secret,0.0
p257_327.wav,look at the witnesses,look at the witnesses,0.0
p257_328.wav,i'am very lucky,i'am very lucky,0.0
p257_329.wav,we must do something,we must do something,0.0
p257_330.wav,he says that he is no different from any other man,he says that he is no different from any other man,0.0
p257_331.wav,alex perkerson is the same,alexs ver kill she slay,1.0
p257_332.wav,i was pleased to be back on the podum in brazil,i was pleased to be back on the podiuom in brazil,0.0909
p257_333.wav,like his acting it was an accident,like his acting it was an accident,0.0
p257_334.wav,it is not like working for a living,it is not like working for a living,0.0
p257_335.wav,it is long gone,it his long gone,0.25
p257_336.wav,the man was obviously desperate to get away from the police,the man was obviously desperate to get away from the police,0.0
p257_337.wav,tell us about it,tell us about it,0.0
p257_338.wav,the salary change is a long over due,the salary changes are long over due,0.375
p257_339.wav,you met mister davis to establish the scale of the scandal,you met mister davies to establish the scale of the scandal,0.0909
p257_340.wav,it was very formal,it was very formal,0.0
p257_341.wav,the pressure is on celtic in the main,the pressure is on celtic in the main,0.0
p257_342.wav,tyson is overwhelmed,tyson is overwhelmed,0.0
p257_343.wav,we are delighted at the response from potential employers,we are delighted at response from potential employers,0.1111
p257_344.wav,i wanted to go out on a high,i wanted to go out on a high,0.0
p257_345.wav,instead he was informed to join the line of creditors,instead he was informed to join the line of creditors,0.0
p257_346.wav,i felt realy good until friday,i felt ready good until friday,0.1667
p257_347.wav,his legal adviser was also not in court yesterday,his legal adviser was also not in court yesterday,0.0
p257_348.wav,he could face a jail sentence,he could face a jail sentence,0.0
p257_349.wav,for one veteran the memories remain vivid,for one vetheroon the memories remaind vivid,0.2857
p257_350.wav,i decided to tell a bit thes story about myself,i decided to tell a bit the story about myself,0.1
p257_351.wav,i am not willing to say anything about any couple,i'm not willing to say anything about any couplele,0.1
p257_352.wav,then followed about a fluw,then followed about a flue,0.2
p257_353.wav,there is no signature,there is no sicret ture,0.5
p257_354.wav,it's a long process,it's a long process,0.0
p257_355.wav,it is a large number,it is a large number,0.0
p257_356.wav,he made his job and side out,he made his job and side out,0.0
p257_357.wav,i wouldn't want to miss that chance,i wouldn't want to miss that chance,0.0
p257_358.wav,whether his stance is shared by the incoming manager is another matter,whether his stance is shared by the incoming manager is another matter,0.0
p257_359.wav,it does not even have a staff shortage,it does not even have a staff shortage,0.0
p257_360.wav,i haven't had a kick at a celtic player for a while,i haven't had a kick at a celtic player for a while,0.0
p257_361.wav,he has the edge,he has the edge,0.0
p257_362.wav,he denied the charge,he denied the charge,0.0
p257_363.wav,there were no casualties,there were no casualties,0.0
p257_364.wav,since then he has played no active part in the company,since then he has played no active part in the company,0.0
p257_365.wav,you thought it was a headache,you thought it was a headache,0.0
p257_366.wav,family layers and officers are now working to support the family,family layers and officers are now working to support the family,0.0
p257_367.wav,a council spokesman said it had been a constructive moting,a council spokesman said it had been a constructive meeting,0.1
p257_368.wav,they really did a great job,they really did a great job,0.0
p257_369.wav,there is a solution she believes,there is a solution she believes,0.0
p257_370.wav,however it's good to turn the page,however it's good toenge,0.5
p257_371.wav,this year i understood,this year i understood,0.0
p257_372.wav,i am pleased about one thing,i am pleased about one thing,0.0
p257_373.wav,it is unusual,it is unusual,0.0
p257_374.wav,it has also claimed that he was murdered,it has also claimed that he was murdered,0.0
